M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12353	K17108	NA	NA	NA	NA	NA	K17552	NA	K12611	K17637	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12373	K17254	NA	NA	NA	NA	NA	K17576	NA	K12611	K17866	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12373	K17255	NA	NA	NA	NA	NA	K17613	NA	K12618	K17887	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12378	K17262	NA	NA	NA	NA	NA	K17613	NA	K12618	K17915	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12389	K17268	NA	NA	NA	NA	NA	K17613	NA	K12647	K17916	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12505	K17279	NA	NA	NA	NA	NA	K17681	NA	K12666	K17925	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12584	K17286	NA	NA	NA	NA	NA	K17906	NA	K12800	K17935	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12586	K17341	NA	NA	NA	NA	NA	K17943	NA	K12807	K17936	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12625	K17345	NA	NA	NA	NA	NA	K18024	NA	K12816	K17973	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12662	K17345	NA	NA	NA	NA	NA	K18080	NA	K12818	K17987	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12736	K17356	NA	NA	NA	NA	NA	K18260	NA	K12820	K18050	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12741	K17404	NA	NA	NA	NA	NA	K18260	NA	K12821	K18384	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12751	K17403	NA	NA	NA	NA	NA	K18260	NA	K12824	K18405	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12757	K17407	NA	NA	NA	NA	NA	K18263	NA	K12829	K18405	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12795	K17409	NA	NA	NA	NA	NA	K18270	NA	K12855	K18405	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12832	K17421	NA	NA	NA	NA	NA	K18270	NA	K12858	K18465	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12836	K17433	NA	NA	NA	NA	NA	K18270	NA	K12867	K18595	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12845	K17436	NA	NA	NA	NA	NA	K18274	NA	K12867	K18616	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12857	K17458	NA	NA	NA	NA	NA	K18400	NA	K12874	K18626	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12876	K17493	NA	NA	NA	NA	NA	K18403	NA	K13026	K18655	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12881	K17495	NA	NA	NA	NA	NA	K18404	NA	K13101	K18723	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12886	K17497	NA	NA	NA	NA	NA	K18406	NA	K13106	K18743	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12893	K17572	NA	NA	NA	NA	NA	K18406	NA	K13131	K19026	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K12893	K17618	NA	NA	NA	NA	NA	K18408	NA	K13141	K19036	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13049	K17770	NA	NA	NA	NA	NA	K18422	NA	K13143	K19194	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13089	K17771	NA	NA	NA	NA	NA	K18435	NA	K13145	K19466	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13089	K17776	NA	NA	NA	NA	NA	K18437	NA	K13157	K19521	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13101	K17780	NA	NA	NA	NA	NA	K18443	NA	K13174	K19525	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13113	K17780	NA	NA	NA	NA	NA	K18443	NA	K13177	K19583	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13121	K17782	NA	NA	NA	NA	NA	K18529	NA	K13177	K19626	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13126	K17790	NA	NA	NA	NA	NA	K18598	NA	K13190	K19672	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13134	K17778	NA	NA	NA	NA	NA	K18619	NA	K13210	K19677	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13147	K17808	NA	NA	NA	NA	NA	K18625	NA	K13240	K19755	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13146	K17809	NA	NA	NA	NA	NA	K18681	NA	K13295	K19863	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13146	K17822	NA	NA	NA	NA	NA	K18681	NA	K13298	K19870	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13155	K17969	NA	NA	NA	NA	NA	K18728	NA	K13298	K19870	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13174	K17986	NA	NA	NA	NA	NA	K18735	NA	K13356	K19948	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13175	K18078	NA	NA	NA	NA	NA	K18740	NA	K13356	K19983	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13249	K18152	NA	NA	NA	NA	NA	K18740	NA	K13443	K19983	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13251	K18162	NA	NA	NA	NA	NA	K19021	NA	K13526	K20042	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13341	K18164	NA	NA	NA	NA	NA	K19009	NA	K13761	K20045	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13340	K18170	NA	NA	NA	NA	NA	K19027	NA	K13912	K20096	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13341	K18183	NA	NA	NA	NA	NA	K19361	NA	K14079	K20100	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13347	K18211	NA	NA	NA	NA	NA	K19361	NA	K13956	K20100	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13354	K18269	NA	NA	NA	NA	NA	K19480	NA	K14163	K20102	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13370	K18274	NA	NA	NA	NA	NA	K19499	NA	K14018	K20123	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13420	K18342	NA	NA	NA	NA	NA	K19501	NA	K14168	K20166	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13421	K18468	NA	NA	NA	NA	NA	K19511	NA	K14216	K20168	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13443	K18532	NA	NA	NA	NA	NA	K19513	NA	K14293	K20180	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13515	K18587	NA	NA	NA	NA	NA	K19526	NA	K14293	K20196	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13516	K18587	NA	NA	NA	NA	NA	K19527	NA	K14300	K20198	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13649	K18592	NA	NA	NA	NA	NA	K19531	NA	K14300	K20283	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13703	K18592	NA	NA	NA	NA	NA	K19626	NA	K14301	K20283	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13783	K18617	NA	NA	NA	NA	NA	K19626	NA	K14300	K20286	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13807	K18693	NA	NA	NA	NA	NA	K19636	NA	K14303	K20293	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13866	K18735	NA	NA	NA	NA	NA	K19636	NA	K14309	K20294	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13907	K19023	NA	NA	NA	NA	NA	K19759	NA	K14309	K20296	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13912	K19054	NA	NA	NA	NA	NA	K19801	NA	K14326	K20305	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13960	K19177	NA	NA	NA	NA	NA	K19937	NA	K14326	K20314	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K13982	K19360	NA	NA	NA	NA	NA	K20051	NA	K14326	K20358	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14018	K19374	NA	NA	NA	NA	NA	K20101	NA	K14327	K20358	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14012	K19514	NA	NA	NA	NA	NA	K20129	NA	K14403	K20367	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14050	K19721	NA	NA	NA	NA	NA	K20131	NA	K14403	K20473	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14077	K19755	NA	NA	NA	NA	NA	K20160	NA	K14416	K20478	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14156	K19931	NA	NA	NA	NA	NA	K20163	NA	K14427	K20478	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14165	K19938	NA	NA	NA	NA	NA	K20190	NA	K14439	K20478	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14209	K19985	NA	NA	NA	NA	NA	K20190	NA	K14589	K20478	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14293	K20029	NA	NA	NA	NA	NA	K20191	NA	K14442	K20478	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14299	K20031	NA	NA	NA	NA	NA	K20191	NA	K14521	K20478	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14302	K20135	NA	NA	NA	NA	NA	K20191	NA	K14538	K20642	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14303	K20174	NA	NA	NA	NA	NA	K20238	NA	K14539	K20685	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14306	K20217	NA	NA	NA	NA	NA	K20242	NA	K14544	K20689	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14306	K20225	NA	NA	NA	NA	NA	K20279	NA	K14550	K20777	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14320	K20234	NA	NA	NA	NA	NA	K20279	NA	K14550	K20777	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14324	K20285	NA	NA	NA	NA	NA	K20279	NA	K14555	K20777	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14354	K20300	NA	NA	NA	NA	NA	K20306	NA	K14565	K20792	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14354	K20303	NA	NA	NA	NA	NA	K20306	NA	K14590	K20796	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14376	K20304	NA	NA	NA	NA	NA	K20308	NA	K14590	K20839	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14386	K20316	NA	NA	NA	NA	NA	K20308	NA	K14616	K20899	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14399	K20316	NA	NA	NA	NA	NA	K20308	NA	K14616	K21066	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14403	K20318	NA	NA	NA	NA	NA	K20315	NA	K14638	K21248	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14415	K20347	NA	NA	NA	NA	NA	K20404	NA	K14616	K21440	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14440	K20352	NA	NA	NA	NA	NA	K20404	NA	K14638	K21548	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14480	K20363	NA	NA	NA	NA	NA	K20476	NA	K14638	K21595	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14530	K20364	NA	NA	NA	NA	NA	K20476	NA	K14696	K21598	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14550	K20366	NA	NA	NA	NA	NA	K20631	NA	K14772	K21625	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14553	K20369	NA	NA	NA	NA	NA	K20899	NA	K14774	K21773	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14566	K20397	NA	NA	NA	NA	NA	K20994	NA	K14788	K21773	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14568	K20724	NA	NA	NA	NA	NA	K21245	NA	K14788	K21853	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14571	K20822	NA	NA	NA	NA	NA	K21435	NA	K14794	K21991	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14575	K20994	NA	NA	NA	NA	NA	K21437	NA	K14794	K21991	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14610	K21269	NA	NA	NA	NA	NA	K21440	NA	K14794	K22262	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14634	K21286	NA	NA	NA	NA	NA	K21554	NA	K14806	K22290	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14638	K21407	NA	NA	NA	NA	NA	K21842	NA	K14806	K22371	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14648	K21626	NA	NA	NA	NA	NA	K21852	NA	K14808	K22531	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14686	K21626	NA	NA	NA	NA	NA	K21852	NA	K14827	K22533	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14715	K21630	NA	NA	NA	NA	NA	K21852	NA	K14844	K22610	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14719	K21751	NA	NA	NA	NA	NA	K21852	NA	K14845	K22614	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14720	K21772	NA	NA	NA	NA	NA	K21852	NA	K14862	K22614	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14763	K21870	NA	NA	NA	NA	NA	K21952	NA	K14862	K22614	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14763	K21870	NA	NA	NA	NA	NA	K21989	NA	K14950	K22614	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14809	K21889	NA	NA	NA	NA	NA	K22125	NA	K14960	K22614	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14821	K21890	NA	NA	NA	NA	NA	K22125	NA	K14960	K22614	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14842	K21891	NA	NA	NA	NA	NA	K22125	NA	K14965	K22614	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14844	K21891	NA	NA	NA	NA	NA	K22125	NA	K14965	K22615	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14855	K21922	NA	NA	NA	NA	NA	K22128	NA	K15013	K22615	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14855	K22066	NA	NA	NA	NA	NA	K22285	NA	K15013	K22615	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14861	K22139	NA	NA	NA	NA	NA	K22285	NA	K15074	K22615	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14860	K22145	NA	NA	NA	NA	NA	K22371	NA	K15048	K22615	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14863	K22190	NA	NA	NA	NA	NA	K22377	NA	K15075	K22647	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14962	K22255	NA	NA	NA	NA	NA	K22544	NA	K15050	K22679	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K14965	K22314	NA	NA	NA	NA	NA	K22614	NA	K15115	K22754	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15015	K22371	NA	NA	NA	NA	NA	K22614	NA	K15133	K22754	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15029	K22376	NA	NA	NA	NA	NA	K22614	NA	K15166	K22754	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15029	K22387	NA	NA	NA	NA	NA	K22614	NA	K15175	K22754	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15105	K22387	NA	NA	NA	NA	NA	K22614	NA	K15176	K22754	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15104	K22557	NA	NA	NA	NA	NA	K22614	NA	K15216	K22755	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15107	K22558	NA	NA	NA	NA	NA	K22614	NA	K15255	K22803	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15107	K22566	NA	NA	NA	NA	NA	K22614	NA	K15259	K22816	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15109	K22744	NA	NA	NA	NA	NA	K22614	NA	K15259	K22858	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15113	K22758	NA	NA	NA	NA	NA	K22614	NA	K15259	K22864	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15128	K22763	NA	NA	NA	NA	NA	K22614	NA	K15259	K23038	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15128	K22804	NA	NA	NA	NA	NA	K22614	NA	K15259	K23222	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15153	K22940	NA	NA	NA	NA	NA	K22614	NA	K15259	K23281	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15255	K22941	NA	NA	NA	NA	NA	K22615	NA	K15261	K23314	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15272	K22991	NA	NA	NA	NA	NA	K22615	NA	K15261	K23343	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15278	K23168	NA	NA	NA	NA	NA	K22615	NA	K15261	K23368	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15280	K23168	NA	NA	NA	NA	NA	K22615	NA	K15261	K23518	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15288	K23209	NA	NA	NA	NA	NA	K22754	NA	K15264	K23540	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15289	K23309	NA	NA	NA	NA	NA	K22865	NA	K15261	K23730	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15332	K23335	NA	NA	NA	NA	NA	K22910	NA	K15332	K23782	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15326	K23354	NA	NA	NA	NA	NA	K22910	NA	K15341	K23804	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15326	K23387	NA	NA	NA	NA	NA	K23010	NA	K15361	K23852	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15382	K23507	NA	NA	NA	NA	NA	K23088	NA	K15370	K23949	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15423	K23543	NA	NA	NA	NA	NA	K23215	NA	K15370	K23972	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15430	K23643	NA	NA	NA	NA	NA	K23286	NA	K15370	K23972	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15437	K23740	NA	NA	NA	NA	NA	K23286	NA	K15501	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15443	K23893	NA	NA	NA	NA	NA	K23294	NA	K15446	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15456	K23902	NA	NA	NA	NA	NA	K23298	NA	K15446	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15498	K23909	NA	NA	NA	NA	NA	K23298	NA	K15447	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15637	K23924	NA	NA	NA	NA	NA	K23298	NA	K15449	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15613	NA	NA	NA	NA	NA	NA	K23330	NA	K15502	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15637	NA	NA	NA	NA	NA	NA	K23400	NA	K15503	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15698	NA	NA	NA	NA	NA	NA	K23437	NA	K15503	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15717	NA	NA	NA	NA	NA	NA	K23664	NA	K15516	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA	NA	K23664	NA	K15521	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K15865	NA	NA	NA	NA	NA	NA	K23714	NA	K15521	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16185	NA	NA	NA	NA	NA	NA	K23714	NA	K15521	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16576	NA	NA	NA	NA	NA	NA	K23851	NA	K15683	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16576	NA	NA	NA	NA	NA	NA	K23879	NA	K15683	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16743	NA	NA	NA	NA	NA	NA	K23881	NA	K15711	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16802	NA	NA	NA	NA	NA	NA	K23958	NA	K15711	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16855	NA	NA	NA	NA	NA	NA	K23958	NA	K15711	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16865	NA	NA	NA	NA	NA	NA	K23962	NA	K15711	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16894	NA	NA	NA	NA	NA	NA	NA	NA	K15711	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16904	NA	NA	NA	NA	NA	NA	NA	NA	K15712	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16912	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17065	NA	NA	NA	NA	NA	NA	NA	NA	K15732	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K16914	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17086	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17094	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17108	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17201	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17341	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17360	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17419	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17430	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17495	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17495	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17605	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17610	NA	NA	NA	NA	NA	NA	NA	NA	K15837	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17680	NA	NA	NA	NA	NA	NA	NA	NA	K16288	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17681	NA	NA	NA	NA	NA	NA	NA	NA	K15909	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17751	NA	NA	NA	NA	NA	NA	NA	NA	K16194	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K17777	NA	NA	NA	NA	NA	NA	NA	NA	K16194	NA	NA	NA	NA	NA
