CL.1d	CL.1d.exp	CL.3d	CL.3d.exp	AH.1d	AH.1d.exp	AH.3d	AH.3d.exp	CH.1d	CH.1d.exp	CH.3d	CH.3d.exp	Met	M12	M13	M14	M15	M21	M24	M25
K16473	-0.343055069	NA	NA	K08187	-0.666002	K15192	0.602491188	NA	NA	NA	NA	K01493	NA	K10263	NA	NA	NA	NA	NA
K16474	0.539827241	NA	NA	K08187	-0.65805167	K15200	0.613531102	NA	NA	NA	NA	K10995	NA	K10610	NA	NA	NA	NA	NA
K16478	0.559695585	NA	NA	K08187	-0.574120714	K15200	0.863976368	NA	NA	NA	NA	K08465	NA	K06103	NA	NA	NA	NA	NA
K16484	0.723142804	NA	NA	K08187	-0.424182161	K15272	-0.398285744	NA	NA	NA	NA	K12618	NA	K06103	NA	NA	NA	NA	NA
K16506	-0.358371523	NA	NA	K08202	-1.102990133	K15278	-0.572907603	NA	NA	NA	NA	K09553	NA	K10366	NA	NA	NA	NA	NA
K16569	0.481980483	NA	NA	K08202	-0.439012466	K15279	-0.37933603	NA	NA	NA	NA	K12646	NA	K10366	NA	NA	NA	NA	NA
K16569	0.491521397	NA	NA	K08202	-0.333741032	K15280	-0.447891102	NA	NA	NA	NA	K01539	NA	K08857	NA	NA	NA	NA	NA
K16574	-0.449628294	NA	NA	K08214	-0.272504024	K15288	-0.498666358	NA	NA	NA	NA	K23617	NA	K04426	NA	NA	NA	NA	NA
K16576	-0.29547652	NA	NA	K08218	-0.323704236	K15326	-0.570699043	NA	NA	NA	NA	K05673	NA	K10413	NA	NA	NA	NA	NA
K16582	0.705128422	NA	NA	K08239	0.787127539	K15382	-0.380227009	NA	NA	NA	NA	K01312	NA	K10413	NA	NA	NA	NA	NA
K16583	0.686912736	NA	NA	K08252	0.759208544	K15407	-0.258853108	NA	NA	NA	NA	K14538	NA	K10413	NA	NA	NA	NA	NA
K16583	0.810827693	NA	NA	K08266	-0.425220448	K15421	-0.586770321	NA	NA	NA	NA	K19721	NA	K10413	NA	NA	NA	NA	NA
K16601	0.773560619	NA	NA	K08269	-0.321671091	K15430	-0.763213819	NA	NA	NA	NA	K09533	NA	K23298	NA	NA	NA	NA	NA
K16622	-0.603714525	NA	NA	K08283	0.441868212	K15437	-0.348565404	NA	NA	NA	NA	K00102	NA	K14317	NA	NA	NA	NA	NA
K16725	0.743258436	NA	NA	K08288	0.614956193	K15443	-0.581583168	NA	NA	NA	NA	K16732	NA	K01733	NA	NA	NA	NA	NA
K16726	0.64495998	NA	NA	K08291	0.412327456	K15443	-0.400775096	NA	NA	NA	NA	K06756	NA	K23222	NA	NA	NA	NA	NA
K16740	0.61980346	NA	NA	K08292	0.365271496	K15451	-0.412979231	NA	NA	NA	NA	K16733	NA	K23286	NA	NA	NA	NA	NA
K16747	0.412176366	NA	NA	K08331	-1.251363681	K15498	-0.316449013	NA	NA	NA	NA	K21440	NA	K19759	NA	NA	NA	NA	NA
K16747	0.437300884	NA	NA	K08333	-0.82465928	K15521	0.906012484	NA	NA	NA	NA	K06631	NA	K13172	NA	NA	NA	NA	NA
K16747	0.464818946	NA	NA	K08333	-0.798979858	K15637	-0.60543771	NA	NA	NA	NA	K08029	NA	K14616	NA	NA	NA	NA	NA
K16771	0.423421102	NA	NA	K08333	-0.514231224	K15683	0.599560761	NA	NA	NA	NA	K00344	NA	K19759	NA	NA	NA	NA	NA
K16771	0.764353849	NA	NA	K08333	-0.311343069	K15687	-0.443314264	NA	NA	NA	NA	K15100	NA	K20190	NA	NA	NA	NA	NA
K16777	0.429299307	NA	NA	K08334	0.407455301	K15698	-0.388588363	NA	NA	NA	NA	K13708	NA	K20190	NA	NA	NA	NA	NA
K16777	0.450075033	NA	NA	K08334	0.526057274	K15717	-0.617271381	NA	NA	NA	NA	K14833	NA	K20191	NA	NA	NA	NA	NA
K16780	-0.394004067	NA	NA	K08339	-0.643872382	K15837	-0.612596967	NA	NA	NA	NA	K22823	NA	K20191	NA	NA	NA	NA	NA
K16795	-0.28413698	NA	NA	K08342	-0.380187041	K16060	0.47566111	NA	NA	NA	NA	K10477	NA	K15009	NA	NA	NA	NA	NA
K16801	-0.308884562	NA	NA	K08343	0.254821573	K16185	-0.36964316	NA	NA	NA	NA	K11436	NA	K19525	NA	NA	NA	NA	NA
K16865	-0.408250446	NA	NA	K08463	-0.383906081	K16186	-0.197070836	NA	NA	NA	NA	K01890	NA	K18730	NA	NA	NA	NA	NA
K16912	-0.418426757	NA	NA	K08465	0.488974424	K16194	0.336442315	NA	NA	NA	NA	K04223	NA	K20915	NA	NA	NA	NA	NA
K17079	0.734426686	NA	NA	K08467	0.419190194	K16194	0.369803682	NA	NA	NA	NA	K08018	NA	K22371	NA	NA	NA	NA	NA
K17080	-0.389774162	NA	NA	K08469	-0.997666997	K16194	0.404886381	NA	NA	NA	NA	K11168	NA	K02184	NA	NA	NA	NA	NA
K17201	-0.384974938	NA	NA	K08490	0.20152862	K16307	0.743657019	NA	NA	NA	NA	K03068	NA	K18408	NA	NA	NA	NA	NA
K17254	-0.403184429	NA	NA	K08495	0.269123092	K16307	0.789528194	NA	NA	NA	NA	K12751	NA	K18260	NA	NA	NA	NA	NA
K17266	0.498174004	NA	NA	K08497	0.377484188	K16449	0.55089831	NA	NA	NA	NA	K17566	NA	K16768	NA	NA	NA	NA	NA
K17268	-0.252077967	NA	NA	K08504	-0.320206177	K16458	0.425613166	NA	NA	NA	NA	K06252	NA	K15537	NA	NA	NA	NA	NA
K17275	0.348526561	NA	NA	K08513	0.262954183	K16544	0.53622269	NA	NA	NA	NA	K19483	NA	K08601	NA	NA	NA	NA	NA
K17279	-0.445981128	NA	NA	K08568	-0.487782606	K16550	0.686210112	NA	NA	NA	NA	K05743	NA	K22653	NA	NA	NA	NA	NA
K17286	-0.588294121	NA	NA	K08574	-0.573682423	K16550	0.85439905	NA	NA	NA	NA	K05313	NA	K20279	NA	NA	NA	NA	NA
K17286	-0.459588887	NA	NA	K08576	0.781934022	K16576	-0.344555325	NA	NA	NA	NA	K00558	NA	K18401	NA	NA	NA	NA	NA
K17292	-0.483526972	NA	NA	K08592	0.796280623	K16576	-0.247127123	NA	NA	NA	NA	K00560	NA	NA	NA	NA	NA	NA	NA
K17294	-0.540255428	NA	NA	K08592	0.814756899	K16583	0.546388021	NA	NA	NA	NA	K06580	NA	NA	NA	NA	NA	NA	NA
K17341	-0.858722235	NA	NA	K08596	0.563274764	K16669	0.661082506	NA	NA	NA	NA	K05643	NA	NA	NA	NA	NA	NA	NA
K17341	-0.415708232	NA	NA	K08597	-1.002649044	K16669	0.796821812	NA	NA	NA	NA	K18667	NA	NA	NA	NA	NA	NA	NA
K17356	-0.338986546	NA	NA	K08601	0.96410957	K16669	1.143619958	NA	NA	NA	NA	K14683	NA	NA	NA	NA	NA	NA	NA
K17362	-0.473702448	NA	NA	K08654	-0.346114359	K16677	0.772569099	NA	NA	NA	NA	K21343	NA	NA	NA	NA	NA	NA	NA
K17388	-0.65853483	NA	NA	K08657	-0.768234654	K16677	0.865066433	NA	NA	NA	NA	K08059	NA	NA	NA	NA	NA	NA	NA
K17403	-0.417473626	NA	NA	K08658	-0.548211136	K16725	0.673563711	NA	NA	NA	NA	K06642	NA	NA	NA	NA	NA	NA	NA
K17404	-0.438653887	NA	NA	K08670	-0.63242522	K16740	0.562928726	NA	NA	NA	NA	K04501	NA	NA	NA	NA	NA	NA	NA
K17430	-0.53675399	NA	NA	K08702	0.555459367	K16747	0.448247062	NA	NA	NA	NA	K08872	NA	NA	NA	NA	NA	NA	NA
K17433	-0.511587232	NA	NA	K08729	-0.340477708	K16747	0.481463623	NA	NA	NA	NA	K00444	NA	NA	NA	NA	NA	NA	NA
K17436	-0.389156251	NA	NA	K08734	-0.752797969	K16747	0.599500013	NA	NA	NA	NA	K10129	NA	NA	NA	NA	NA	NA	NA
K17491	0.380948878	NA	NA	K08735	0.841713847	K16770	0.42454641	NA	NA	NA	NA	K01312	NA	NA	NA	NA	NA	NA	NA
K17495	-0.297238189	NA	NA	K08736	-0.835576449	K16802	-0.349716854	NA	NA	NA	NA	K09260	NA	NA	NA	NA	NA	NA	NA
K17495	0.35210948	NA	NA	K08737	-0.593959088	K16803	0.646598585	NA	NA	NA	NA	K13912	NA	NA	NA	NA	NA	NA	NA
K17496	-0.33698176	NA	NA	K08745	-0.638629174	K16803	0.787735942	NA	NA	NA	NA	K05749	NA	NA	NA	NA	NA	NA	NA
K17529	0.392848011	NA	NA	K08745	-0.395714381	K16803	0.895291847	NA	NA	NA	NA	K15043	NA	NA	NA	NA	NA	NA	NA
K17535	0.441117851	NA	NA	K08762	-0.429174664	K16803	1.202568355	NA	NA	NA	NA	K18739	NA	NA	NA	NA	NA	NA	NA
K17542	0.322883056	NA	NA	K08765	-0.195448079	K16804	-0.264943967	NA	NA	NA	NA	K00814	NA	NA	NA	NA	NA	NA	NA
K17542	0.637798954	NA	NA	K08770	1.20088806	K16816	0.303746745	NA	NA	NA	NA	K22614	NA	NA	NA	NA	NA	NA	NA
K17545	0.454459072	NA	NA	K08775	-0.600228344	K16855	-0.671895842	NA	NA	NA	NA	K14862	NA	NA	NA	NA	NA	NA	NA
K17569	0.253581346	NA	NA	K08793	0.70257268	K16865	-0.443353477	NA	NA	NA	NA	K00921	NA	NA	NA	NA	NA	NA	NA
K17572	-0.325142275	NA	NA	K08798	-0.526817763	K16894	-0.382947915	NA	NA	NA	NA	K05643	NA	NA	NA	NA	NA	NA	NA
K17576	0.420921969	NA	NA	K08798	-0.462412962	K16896	-0.285763291	NA	NA	NA	NA	K16308	NA	NA	NA	NA	NA	NA	NA
K17576	0.524031681	NA	NA	K08798	-0.426702536	K16904	-0.654051969	NA	NA	NA	NA	K08865	NA	NA	NA	NA	NA	NA	NA
K17580	0.704745325	NA	NA	K08802	-0.421193114	K16910	-0.526957269	NA	NA	NA	NA	K19511	NA	NA	NA	NA	NA	NA	NA
K17592	0.334349588	NA	NA	K08805	0.765895708	K16910	0.782685439	NA	NA	NA	NA	K01104	NA	NA	NA	NA	NA	NA	NA
K17598	0.65711268	NA	NA	K08813	-0.223201175	K16912	-0.402059619	NA	NA	NA	NA	K02583	NA	NA	NA	NA	NA	NA	NA
K17601	0.535005432	NA	NA	K08814	0.381411954	K17044	0.871577912	NA	NA	NA	NA	K16342	NA	NA	NA	NA	NA	NA	NA
K17603	0.384181123	NA	NA	K08823	0.913771486	K17079	0.653628091	NA	NA	NA	NA	K13181	NA	NA	NA	NA	NA	NA	NA
K17610	-0.39933171	NA	NA	K08824	0.352193042	K17079	0.881493815	NA	NA	NA	NA	K00344	NA	NA	NA	NA	NA	NA	NA
K17613	0.417292198	NA	NA	K08824	0.398474969	K17079	0.985759255	NA	NA	NA	NA	K06569	NA	NA	NA	NA	NA	NA	NA
K17770	-0.395492174	NA	NA	K08834	0.721314973	K17081	-0.360054756	NA	NA	NA	NA	K20478	NA	NA	NA	NA	NA	NA	NA
K17771	-0.453154112	NA	NA	K08835	0.37814531	K17108	-0.403515162	NA	NA	NA	NA	K14216	NA	NA	NA	NA	NA	NA	NA
K17777	-0.487607275	NA	NA	K08838	0.240805267	K17199	0.711591459	NA	NA	NA	NA	K10895	NA	NA	NA	NA	NA	NA	NA
K17778	-0.376645067	NA	NA	K08838	0.629013188	K17264	0.423652112	NA	NA	NA	NA	K00058	NA	NA	NA	NA	NA	NA	NA
K17780	-0.444144718	NA	NA	K08852	0.315139733	K17266	0.682806832	NA	NA	NA	NA	K04659	NA	NA	NA	NA	NA	NA	NA
K17780	-0.406322527	NA	NA	K08857	-0.647494623	K17275	0.414650687	NA	NA	NA	NA	K15259	NA	NA	NA	NA	NA	NA	NA
K17782	-0.371881533	NA	NA	K08857	-0.517347365	K17276	1.290626912	NA	NA	NA	NA	K08180	NA	NA	NA	NA	NA	NA	NA
K17790	-0.253129347	NA	NA	K08857	-0.511394684	K17286	-0.542711136	NA	NA	NA	NA	K06229	NA	NA	NA	NA	NA	NA	NA
K17902	0.681277815	NA	NA	K08857	-0.442651645	K17307	-0.944426452	NA	NA	NA	NA	K17478	NA	NA	NA	NA	NA	NA	NA
K17902	0.831768995	NA	NA	K08857	0.287073002	K17307	-0.611893339	NA	NA	NA	NA	K06560	NA	NA	NA	NA	NA	NA	NA
K17919	-0.25498571	NA	NA	K08864	0.641449965	K17307	0.416939754	NA	NA	NA	NA	K22615	NA	NA	NA	NA	NA	NA	NA
K17924	-0.393405	NA	NA	K08869	0.597379721	K17336	0.266948092	NA	NA	NA	NA	K06678	NA	NA	NA	NA	NA	NA	NA
K17926	-0.411570584	NA	NA	K08876	0.429586713	K17341	-0.460762519	NA	NA	NA	NA	K11303	NA	NA	NA	NA	NA	NA	NA
K17936	0.388920313	NA	NA	K08892	-0.694147376	K17341	0.821244139	NA	NA	NA	NA	K19511	NA	NA	NA	NA	NA	NA	NA
K17969	-0.478148455	NA	NA	K08892	0.330897945	K17341	0.967259656	NA	NA	NA	NA	K02364	NA	NA	NA	NA	NA	NA	NA
K17973	0.898643534	NA	NA	K08956	-0.281454702	K17341	1.397251365	NA	NA	NA	NA	K16461	NA	NA	NA	NA	NA	NA	NA
K17986	-0.407354036	NA	NA	K09038	0.879335575	K17362	-0.385780551	NA	NA	NA	NA	K05202	NA	NA	NA	NA	NA	NA	NA
K18037	-0.398874876	NA	NA	K09048	0.543553166	K17398	-0.265206563	NA	NA	NA	NA	K15362	NA	NA	NA	NA	NA	NA	NA
K18061	0.684952989	NA	NA	K09048	0.647285013	K17404	-0.408897656	NA	NA	NA	NA	K18080	NA	NA	NA	NA	NA	NA	NA
K18061	0.708403258	NA	NA	K09058	1.011172991	K17409	-0.405810208	NA	NA	NA	NA	K18741	NA	NA	NA	NA	NA	NA	NA
K18078	-0.661532549	NA	NA	K09067	0.453343844	K17419	-0.343862399	NA	NA	NA	NA	K15281	NA	NA	NA	NA	NA	NA	NA
K18078	-0.42759218	NA	NA	K09091	-1.021302869	K17427	-0.58132581	NA	NA	NA	NA	K17341	NA	NA	NA	NA	NA	NA	NA
K18081	-0.211292621	NA	NA	K09173	-0.442738562	K17478	0.843407273	NA	NA	NA	NA	K19721	NA	NA	NA	NA	NA	NA	NA
K18081	0.245390402	NA	NA	K09189	-0.657356124	K17494	0.427151778	NA	NA	NA	NA	K02685	NA	NA	NA	NA	NA	NA	NA
K18152	-0.48439018	NA	NA	K09189	-0.524746556	K17495	-0.476728409	NA	NA	NA	NA	K09408	NA	NA	NA	NA	NA	NA	NA
K18156	-0.419800025	NA	NA	K09191	-0.8498819	K17495	0.290727802	NA	NA	NA	NA	K09272	NA	NA	NA	NA	NA	NA	NA
K18168	-0.477340786	NA	NA	K09228	-0.376901734	K17495	0.399161736	NA	NA	NA	NA	K10357	NA	NA	NA	NA	NA	NA	NA
K18170	-0.561218553	NA	NA	K09228	0.64594484	K17495	0.510545322	NA	NA	NA	NA	K14832	NA	NA	NA	NA	NA	NA	NA
K18183	-0.486179649	NA	NA	K09228	0.695449693	K17496	-0.353730236	NA	NA	NA	NA	K12647	NA	NA	NA	NA	NA	NA	NA
K18260	0.699869363	NA	NA	K09228	0.73761272	K17500	0.384205999	NA	NA	NA	NA	K20795	NA	NA	NA	NA	NA	NA	NA
K18269	-0.539891698	NA	NA	K09228	0.8302668	K17560	-0.416678941	NA	NA	NA	NA	K01810	NA	NA	NA	NA	NA	NA	NA
K18270	0.370445932	NA	NA	K09228	0.875496237	K17580	0.520170994	NA	NA	NA	NA	K00963	NA	NA	NA	NA	NA	NA	NA
K18270	0.599452939	NA	NA	K09273	0.574135178	K17592	0.683023895	NA	NA	NA	NA	K05126	NA	NA	NA	NA	NA	NA	NA
K18342	-0.298151942	NA	NA	K09275	-0.551133469	K17592	0.950108516	NA	NA	NA	NA	K12564	NA	NA	NA	NA	NA	NA	NA
K18400	0.255397875	NA	NA	K09276	-0.383271666	K17592	0.996902843	NA	NA	NA	NA	K10733	NA	NA	NA	NA	NA	NA	NA
K18405	0.557890416	NA	NA	K09291	-0.356226293	K17600	0.298723529	NA	NA	NA	NA	K08059	NA	NA	NA	NA	NA	NA	NA
K18405	0.867249566	NA	NA	K09313	0.365235833	K17601	0.780097568	NA	NA	NA	NA	K05614	NA	NA	NA	NA	NA	NA	NA
K18408	0.461447555	NA	NA	K09320	-0.361187281	K17601	0.834605739	NA	NA	NA	NA	K13165	NA	NA	NA	NA	NA	NA	NA
K18408	0.545211848	NA	NA	K09323	-0.474236997	K17602	0.620259508	NA	NA	NA	NA	K17302	NA	NA	NA	NA	NA	NA	NA
K18408	0.674480315	NA	NA	K09332	-0.30227734	K17602	0.945560395	NA	NA	NA	NA	K00485	NA	NA	NA	NA	NA	NA	NA
K18422	0.487776091	NA	NA	K09349	-0.26606855	K17610	-0.316087787	NA	NA	NA	NA	K22190	NA	NA	NA	NA	NA	NA	NA
K18435	0.278472667	NA	NA	K09377	-0.403302468	K17613	0.503117925	NA	NA	NA	NA	K01745	NA	NA	NA	NA	NA	NA	NA
K18438	0.296957069	NA	NA	K09402	0.726787281	K17637	0.470336985	NA	NA	NA	NA	K00281	NA	NA	NA	NA	NA	NA	NA
K18464	0.410871557	NA	NA	K09428	-0.681534324	K17768	-0.299035151	NA	NA	NA	NA	K06699	NA	NA	NA	NA	NA	NA	NA
K18465	0.41433086	NA	NA	K09452	-0.479329363	K17768	-0.274323485	NA	NA	NA	NA	K01301	NA	NA	NA	NA	NA	NA	NA
K18465	0.726512068	NA	NA	K09502	0.503609752	K17777	-0.373462548	NA	NA	NA	NA	K03870	NA	NA	NA	NA	NA	NA	NA
K18529	0.558942827	NA	NA	K09503	-0.242567556	K17797	-0.418833726	NA	NA	NA	NA	K16506	NA	NA	NA	NA	NA	NA	NA
K18532	-0.405109626	NA	NA	K09504	0.556531111	K17809	-0.513283123	NA	NA	NA	NA	K10369	NA	NA	NA	NA	NA	NA	NA
K18592	-0.366553106	NA	NA	K09504	0.598620328	K17809	-0.466708673	NA	NA	NA	NA	K00471	NA	NA	NA	NA	NA	NA	NA
K18595	0.909542598	NA	NA	K09517	0.873914708	K17816	-0.602372572	NA	NA	NA	NA	K05858	NA	NA	NA	NA	NA	NA	NA
K18598	0.541983019	NA	NA	K09518	0.376444861	K17849	0.442930496	NA	NA	NA	NA	K08057	NA	NA	NA	NA	NA	NA	NA
K18643	0.436222113	NA	NA	K09523	2.029022982	K17849	1.142638517	NA	NA	NA	NA	K15621	NA	NA	NA	NA	NA	NA	NA
K18655	0.434055584	NA	NA	K09524	0.479477467	K17868	-0.567296432	NA	NA	NA	NA	K08469	NA	NA	NA	NA	NA	NA	NA
K18655	0.626386464	NA	NA	K09530	0.760178122	K17888	-0.425160183	NA	NA	NA	NA	K02295	NA	NA	NA	NA	NA	NA	NA
K18663	0.936580149	NA	NA	K09530	0.794768511	K17902	0.569838463	NA	NA	NA	NA	K23218	NA	NA	NA	NA	NA	NA	NA
K18681	0.46453618	NA	NA	K09537	0.306211934	K17902	0.646727428	NA	NA	NA	NA	K12236	NA	NA	NA	NA	NA	NA	NA
K18681	0.534588506	NA	NA	K09537	0.839528397	K17914	0.697089988	NA	NA	NA	NA	K01897	NA	NA	NA	NA	NA	NA	NA
K18723	0.648094221	NA	NA	K09540	0.892330706	K17914	0.76423019	NA	NA	NA	NA	K09506	NA	NA	NA	NA	NA	NA	NA
K18932	-0.394340883	NA	NA	K09553	0.837535392	K17919	-0.317256089	NA	NA	NA	NA	K05096	NA	NA	NA	NA	NA	NA	NA
K19021	0.550538492	NA	NA	K09562	-0.369539328	K17951	0.574854251	NA	NA	NA	NA	K00560	NA	NA	NA	NA	NA	NA	NA
K19022	0.44282597	NA	NA	K09569	-0.399029375	K17963	-0.341367692	NA	NA	NA	NA	K06236	NA	NA	NA	NA	NA	NA	NA
K19023	-0.255975485	NA	NA	K09571	0.866069107	K17988	0.380258129	NA	NA	NA	NA	K20465	NA	NA	NA	NA	NA	NA	NA
K19027	0.481062965	NA	NA	K09584	0.298545272	K18024	0.48382523	NA	NA	NA	NA	K03174	NA	NA	NA	NA	NA	NA	NA
K19054	-0.516508872	NA	NA	K09586	0.702153841	K18055	1.260933082	NA	NA	NA	NA	K03257	NA	NA	NA	NA	NA	NA	NA
K19177	-0.362075912	NA	NA	K09597	0.220600878	K18079	-0.249152304	NA	NA	NA	NA	K08630	NA	NA	NA	NA	NA	NA	NA
K19269	-0.428173309	NA	NA	K09602	-0.708936442	K18156	-0.350487606	NA	NA	NA	NA	K06777	NA	NA	NA	NA	NA	NA	NA
K19269	-0.397719881	NA	NA	K09606	0.44516541	K18260	0.389764484	NA	NA	NA	NA	K23859	NA	NA	NA	NA	NA	NA	NA
K19360	0.631279723	NA	NA	K09611	-0.302278447	K18260	0.563654035	NA	NA	NA	NA	K20121	NA	NA	NA	NA	NA	NA	NA
K19360	0.664771082	NA	NA	K09640	-0.970396545	K18263	0.676970921	NA	NA	NA	NA	K10450	NA	NA	NA	NA	NA	NA	NA
K19360	0.84154692	NA	NA	K09646	-0.544591819	K18269	-0.489235439	NA	NA	NA	NA	K12585	NA	NA	NA	NA	NA	NA	NA
K19361	0.474443476	NA	NA	K09650	-0.684379564	K18283	0.467388635	NA	NA	NA	NA	K13026	NA	NA	NA	NA	NA	NA	NA
K19363	-0.465980283	NA	NA	K09651	0.414708751	K18334	-0.390629782	NA	NA	NA	NA	K04593	NA	NA	NA	NA	NA	NA	NA
K19366	0.243058189	NA	NA	K09654	-0.44160292	K18342	-0.697747491	NA	NA	NA	NA	K12843	NA	NA	NA	NA	NA	NA	NA
K19413	0.687084265	NA	NA	K09656	0.595898499	K18384	0.307231489	NA	NA	NA	NA	K05125	NA	NA	NA	NA	NA	NA	NA
K19499	0.224090861	NA	NA	K09660	-0.502645812	K18402	0.513670004	NA	NA	NA	NA	K10627	NA	NA	NA	NA	NA	NA	NA
K19502	0.718552832	NA	NA	K09668	0.520162623	K18406	0.253883366	NA	NA	NA	NA	K05673	NA	NA	NA	NA	NA	NA	NA
K19511	-1.01119486	NA	NA	K09675	0.95905341	K18408	1.292467105	NA	NA	NA	NA	K04429	NA	NA	NA	NA	NA	NA	NA
K19531	0.884866432	NA	NA	K09680	0.365712411	K18410	0.305014907	NA	NA	NA	NA	K11170	NA	NA	NA	NA	NA	NA	NA
K19532	0.618353604	NA	NA	K09680	0.758676254	K18412	0.505237375	NA	NA	NA	NA	K03990	NA	NA	NA	NA	NA	NA	NA
K19573	-0.610641438	NA	NA	K09848	-0.470887237	K18412	0.894718357	NA	NA	NA	NA	K10478	NA	NA	NA	NA	NA	NA	NA
K19589	-0.40002822	NA	NA	K09848	0.751121241	K18529	0.471165128	NA	NA	NA	NA	K05108	NA	NA	NA	NA	NA	NA	NA
K19613	0.360936329	NA	NA	K09848	0.907138231	K18588	0.264033964	NA	NA	NA	NA	K12035	NA	NA	NA	NA	NA	NA	NA
K19626	0.223471208	NA	NA	K09850	-0.433610333	K18592	-0.639161829	NA	NA	NA	NA	K05719	NA	NA	NA	NA	NA	NA	NA
K19626	0.65774332	NA	NA	K10080	0.394830896	K18592	-0.379681139	NA	NA	NA	NA	K23712	NA	NA	NA	NA	NA	NA	NA
K19656	0.660517531	NA	NA	K10087	0.367941303	K18592	0.632028419	NA	NA	NA	NA	K04595	NA	NA	NA	NA	NA	NA	NA
K19671	0.625771699	NA	NA	K10088	0.392224608	K18619	-0.385509618	NA	NA	NA	NA	K08765	NA	NA	NA	NA	NA	NA	NA
K19671	0.779615163	NA	NA	K10088	0.93774753	K18663	0.81803274	NA	NA	NA	NA	K23611	NA	NA	NA	NA	NA	NA	NA
K19673	0.473767534	NA	NA	K10104	-0.653312883	K18668	-0.324218064	NA	NA	NA	NA	K20704	NA	NA	NA	NA	NA	NA	NA
K19673	0.791547039	NA	NA	K10104	-0.39679312	K18723	0.504827508	NA	NA	NA	NA	K08675	NA	NA	NA	NA	NA	NA	NA
K19674	0.438443725	NA	NA	K10105	-0.343435843	K18730	0.465029373	NA	NA	NA	NA	K00799	NA	NA	NA	NA	NA	NA	NA
K19674	0.485483384	NA	NA	K10130	0.787957962	K18735	-0.258759457	NA	NA	NA	NA	K06628	NA	NA	NA	NA	NA	NA	NA
K19674	0.925908095	NA	NA	K10135	-0.68209117	K18849	-0.487103255	NA	NA	NA	NA	K05111	NA	NA	NA	NA	NA	NA	NA
K19677	0.644788904	NA	NA	K10143	0.557036663	K19269	-0.426904369	NA	NA	NA	NA	K13172	NA	NA	NA	NA	NA	NA	NA
K19678	0.326069963	NA	NA	K10151	-0.714841901	K19306	-0.210188943	NA	NA	NA	NA	K10358	NA	NA	NA	NA	NA	NA	NA
K19678	0.451302707	NA	NA	K10153	2.162934767	K19323	-0.297866608	NA	NA	NA	NA	K09272	NA	NA	NA	NA	NA	NA	NA
K19679	0.467748883	NA	NA	K10177	0.641678058	K19328	0.585741376	NA	NA	NA	NA	K08810	NA	NA	NA	NA	NA	NA	NA
K19679	0.546670063	NA	NA	K10249	-1.099847792	K19347	-0.69885522	NA	NA	NA	NA	K22531	NA	NA	NA	NA	NA	NA	NA
K19683	0.951922578	NA	NA	K10251	-0.374707673	K19360	0.430838488	NA	NA	NA	NA	K06711	NA	NA	NA	NA	NA	NA	NA
K19703	-0.262339941	NA	NA	K10251	-0.313575544	K19360	1.230686633	NA	NA	NA	NA	K03768	NA	NA	NA	NA	NA	NA	NA
K19761	-0.576478626	NA	NA	K10258	-0.51783079	K19374	-0.385693547	NA	NA	NA	NA	K11836	NA	NA	NA	NA	NA	NA	NA
K19801	0.409633641	NA	NA	K10260	0.196463948	K19375	-0.298011216	NA	NA	NA	NA	K22390	NA	NA	NA	NA	NA	NA	NA
K19868	0.739973672	NA	NA	K10260	0.530132735	K19499	-0.322597326	NA	NA	NA	NA	K20164	NA	NA	NA	NA	NA	NA	NA
K19931	-0.255777886	NA	NA	K10260	1.041097703	K19511	0.890969276	NA	NA	NA	NA	K10596	NA	NA	NA	NA	NA	NA	NA
K19951	0.782771048	NA	NA	K10263	-0.811068961	K19525	0.729251498	NA	NA	NA	NA	K09391	NA	NA	NA	NA	NA	NA	NA
K19951	1.135893309	NA	NA	K10263	-0.448568145	K19526	0.55213191	NA	NA	NA	NA	K09553	NA	NA	NA	NA	NA	NA	NA
K19985	-0.643199917	NA	NA	K10267	-0.297621455	K19527	0.522710167	NA	NA	NA	NA	K08866	NA	NA	NA	NA	NA	NA	NA
K20042	0.582032093	NA	NA	K10268	-0.550595506	K19527	1.01934601	NA	NA	NA	NA	K00857	NA	NA	NA	NA	NA	NA	NA
K20051	0.644852533	NA	NA	K10268	-0.406787047	K19527	1.088387438	NA	NA	NA	NA	K23970	NA	NA	NA	NA	NA	NA	NA
K20064	0.580269961	NA	NA	K10270	-0.434824003	K19527	1.10034511	NA	NA	NA	NA	K20365	NA	NA	NA	NA	NA	NA	NA
K20069	-0.307688511	NA	NA	K10271	0.411153846	K19527	1.167904541	NA	NA	NA	NA	K04501	NA	NA	NA	NA	NA	NA	NA
K20129	0.391403327	NA	NA	K10272	0.42652251	K19573	-0.710491821	NA	NA	NA	NA	K11498	NA	NA	NA	NA	NA	NA	NA
K20168	0.584244975	NA	NA	K10273	0.562902909	K19626	0.346765954	NA	NA	NA	NA	K18668	NA	NA	NA	NA	NA	NA	NA
K20180	0.335761253	NA	NA	K10279	0.670953608	K19672	0.781646782	NA	NA	NA	NA	K09208	NA	NA	NA	NA	NA	NA	NA
K20183	0.530070487	NA	NA	K10280	0.553839216	K19674	0.370038994	NA	NA	NA	NA	K10359	NA	NA	NA	NA	NA	NA	NA
K20196	0.677550514	NA	NA	K10283	0.418640166	K19674	0.396004307	NA	NA	NA	NA	K05126	NA	NA	NA	NA	NA	NA	NA
